,video,mos_list,subject_ids,content,codec,fr,res,bitrate
177,USOpen_HEVC_SFR_540p_1900K_0,"[51, 50, 25, 72, 48, 47, 26, 44, 75, 72, 73, 65, 66, 71, 51, 75, 19, 51, 53, 62, 71, 63, 61, 48, 71, 48, 19, 48, 55, 75, 58]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,HEVC,SFR,540p,1900
178,USOpen_SRC_SRC_SRC_SRC_166,"[43, 67, 86, 74, 61, 68, 61, 90, 96, 98, 99, 99, 95, 85, 70, 87, 89, 90, 73, 100, 45, 69, 100, 82, 88, 75, 99, 100, 38, 94, 86]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,SRC,SRC,SRC,100000
179,TNFF_AVC_SFR_288p_200K_16,"[2, 7, 1, 25, 1, 29, 1, 21, 5, 1, 26, 1, 1, 2, 6, 1, 3, 1, 3, 1, 1, 22, 4, 13, 43, 1, 3, 3, 8]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,AVC,SFR,288p,200
180,EPLNight_AVC_HFR_288p_300K_0,"[10, 1, 8, 18, 37, 11, 14, 1, 15, 19, 23, 22, 1, 36, 14, 2, 6, 10, 12, 1, 16, 4, 26, 26, 33, 24, 24, 24, 1, 32, 9, 29]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,HFR,288p,300
181,TNFNFL_AVC_SFR_720p_2000K_0,"[18, 44, 62, 45, 46, 49, 23, 64, 59, 76, 74, 53, 36, 67, 36, 27, 27, 49, 65, 58, 44, 38, 61, 38, 20, 58, 58, 49, 41]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,AVC,SFR,720p,2000
182,Cricket2_HEVC_HFR_540p_1100K_90,"[32, 32, 51, 44, 20, 23, 26, 76, 80, 43, 66, 34, 25, 54, 29, 69, 53, 51, 40, 74, 50, 38, 50, 48, 18, 72, 58, 72, 38]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,HEVC,HFR,540p,1100
183,TNFF_AVC_HFR_396p_900K_144,"[32, 1, 17, 33, 44, 20, 28, 1, 32, 59, 26, 25, 1, 12, 13, 41, 8, 18, 11, 35, 12, 22, 36, 58, 23, 42, 40, 25, 19, 49, 37]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,HFR,396p,900
184,Cricket2_AVC_HFR_288p_300K_90,"[21, 27, 35, 26, 5, 34, 1, 21, 37, 24, 25, 3, 18, 38, 17, 11, 22, 38, 26, 26, 27, 25, 23, 26, 27, 7, 36, 29, 27, 27]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,HFR,288p,300
185,EPLNight_HEVC_SFR_396p_600K_0,"[27, 11, 28, 49, 42, 21, 53, 30, 32, 51, 56, 51, 40, 18, 30, 28, 36, 30, 49, 72, 40, 26, 80, 43, 31, 21, 30, 43, 49, 43]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,SFR,396p,600
186,TNFNFL_AVC_SFR_540p_1200K_0,"[29, 9, 35, 36, 57, 42, 5, 48, 11, 62, 38, 17, 26, 39, 40, 64, 47, 39, 27, 40, 82, 62, 50, 63, 39, 38, 39, 58, 31, 49, 59]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,AVC,SFR,540p,1200
187,Cricket2_AVC_HFR_540p_1300K_90,"[27, 29, 43, 24, 58, 22, 32, 24, 52, 51, 31, 59, 62, 58, 47, 51, 28, 50, 48, 72, 51, 89, 48, 69, 43, 48, 49, 24, 73, 70, 57, 26]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,HFR,540p,1300
188,USOpen_AVC_HFR_540p_1900K_166,"[46, 43, 57, 67, 67, 57, 36, 33, 81, 79, 49, 64, 54, 73, 66, 76, 58, 34, 53, 50, 75, 52, 64, 69, 56, 65, 29, 48, 39, 73, 39]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,AVC,HFR,540p,1900
189,TNFF_HEVC_HFR_540p_1100K_144,"[32, 22, 68, 45, 26, 50, 36, 28, 89, 59, 50, 50, 18, 55, 29, 23, 22, 38, 62, 47, 42, 46, 49, 38, 35, 38, 71, 52, 74, 32]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,HEVC,HFR,540p,1100
190,EPLNight_HEVC_SFR_288p_300K_0,"[22, 8, 29, 12, 6, 1, 1, 4, 13, 5, 41, 9, 25, 13, 26, 4, 20, 48, 9, 44, 29, 42, 12, 9, 22, 1, 29, 1, 28]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,SFR,288p,300
191,USOpen_AVC_HFR_288p_300K_166,"[21, 5, 50, 16, 8, 4, 1, 20, 30, 9, 12, 5, 5, 41, 32, 10, 6, 14, 1, 2, 33, 26, 16, 35, 21, 22, 2, 13, 19, 26, 17]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,AVC,HFR,288p,300
192,Cricket2_AVC_SFR_540p_1800K_90,"[27, 36, 53, 50, 29, 30, 31, 46, 78, 32, 80, 73, 52, 54, 54, 40, 19, 64, 75, 52, 94, 41, 67, 26, 44, 14, 37, 60, 53, 31]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,SFR,540p,1800
193,EPLDay_HEVC_HFR_396p_900K_0,"[30, 20, 41, 40, 10, 25, 25, 26, 62, 27, 50, 33, 43, 43, 23, 31, 40, 19, 19, 58, 38, 27, 55, 47, 32, 35, 26, 35, 25, 26]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,HFR,396p,900
194,TNFNFL_HEVC_HFR_396p_900K_0,"[20, 1, 25, 38, 27, 1, 35, 23, 24, 55, 17, 39, 14, 26, 49, 17, 15, 14, 27, 33, 66, 34, 47, 35, 38, 18, 48, 55, 14, 33]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,HEVC,HFR,396p,900
195,Cricket2_HEVC_HFR_396p_600K_90,"[27, 1, 37, 49, 44, 26, 47, 46, 51, 56, 32, 66, 32, 25, 9, 30, 38, 39, 38, 24, 85, 41, 25, 31, 36, 5, 26, 14, 49, 44]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,HEVC,HFR,396p,600
196,EPLDay_HEVC_SFR_396p_900K_0,"[32, 8, 35, 54, 33, 27, 26, 17, 25, 41, 39, 48, 55, 44, 20, 36, 33, 35, 43, 25, 12, 31, 28, 76, 44, 24, 7, 59, 33, 45, 40]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,SFR,396p,900
197,Cricket2_AVC_SFR_396p_800K_90,"[26, 42, 68, 34, 5, 29, 14, 11, 70, 39, 50, 21, 33, 47, 23, 20, 44, 51, 70, 49, 39, 40, 36, 34, 34, 39, 40, 23, 34, 49, 35]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,SFR,396p,800
198,EPLDay_HEVC_SFR_288p_300K_0,"[12, 9, 15, 28, 2, 1, 1, 26, 35, 11, 31, 27, 4, 54, 19, 23, 13, 16, 84, 12, 24, 27, 13, 23, 18, 13, 8, 1, 28, 3, 22]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,SFR,288p,300
199,TNFF_HEVC_HFR_396p_600K_16,"[16, 13, 19, 32, 42, 6, 29, 17, 32, 50, 23, 26, 42, 38, 16, 28, 28, 24, 22, 40, 20, 51, 38, 45, 35, 34, 43, 31, 16, 17, 36]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,HEVC,HFR,396p,600
200,EPLDay_HEVC_HFR_540p_1900K_8,"[48, 36, 51, 48, 41, 43, 17, 65, 85, 58, 61, 49, 48, 40, 52, 76, 37, 62, 51, 62, 59, 68, 65, 61, 50, 49, 48, 74, 78, 69, 80]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,HEVC,HFR,540p,1900
201,USOpen_AVC_HFR_396p_600K_0,"[32, 33, 35, 42, 28, 34, 36, 39, 47, 46, 37, 50, 83, 62, 44, 39, 19, 44, 62, 53, 36, 49, 71, 49, 38, 60, 48, 35, 52, 58]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,AVC,HFR,396p,600
202,EPLNight_HEVC_SFR_396p_900K_0,"[22, 38, 61, 38, 30, 48, 18, 53, 40, 42, 54, 35, 27, 29, 54, 37, 18, 24, 46, 62, 30, 41, 40, 51, 43, 45, 37, 22, 23, 38, 34, 55]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,SFR,396p,900
203,Cricket2_HEVC_SFR_540p_1100K_90,"[31, 71, 56, 48, 12, 43, 38, 43, 75, 67, 85, 65, 80, 70, 44, 30, 60, 56, 59, 71, 76, 43, 35, 39, 44, 32, 57, 62, 49, 27]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,HEVC,SFR,540p,1100
204,USOpen_AVC_SFR_720p_2000K_166,"[71, 72, 64, 55, 72, 60, 78, 49, 46, 96, 96, 89, 91, 53, 78, 69, 50, 56, 83, 51, 81, 60, 73, 71, 82, 61, 83, 75, 71, 85, 90]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,AVC,SFR,720p,2000
205,EPLNight_AVC_SFR_540p_1200K_0,"[51, 44, 50, 65, 8, 33, 34, 74, 64, 58, 75, 57, 28, 56, 36, 39, 45, 49, 54, 55, 47, 48, 48, 85, 42, 60, 50, 40, 73, 43]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,SFR,540p,1200
206,TNFF_AVC_SFR_396p_400K_144,"[2, 10, 55, 32, 3, 11, 17, 7, 30, 6, 31, 1, 1, 28, 35, 28, 9, 20, 40, 7, 37, 35, 1, 58, 35, 19, 36, 1, 20, 28, 22]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,SFR,396p,400
207,USOpen_AVC_HFR_540p_1300K_166,"[47, 1, 48, 31, 66, 52, 31, 28, 70, 87, 38, 60, 87, 55, 66, 47, 35, 44, 59, 63, 82, 60, 56, 70, 59, 48, 39, 61, 35, 74, 64]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,AVC,HFR,540p,1300
208,EPLDay_HEVC_HFR_288p_300K_0,"[7, 24, 2, 26, 3, 43, 20, 1, 22, 12, 34, 24, 15, 46, 16, 10, 2, 11, 1, 6, 29, 16, 14, 52, 3, 26, 4, 1, 7, 12, 18]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,HFR,288p,300
209,USOpen_HEVC_HFR_540p_1900K_166,"[31, 46, 51, 78, 71, 56, 44, 42, 60, 91, 58, 69, 83, 89, 61, 77, 62, 67, 49, 74, 69, 86, 59, 64, 65, 56, 61, 61, 100, 46, 73, 56]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,HEVC,HFR,540p,1900
210,Cricket2_HEVC_HFR_540p_1900K_90,"[41, 67, 23, 67, 44, 26, 29, 26, 65, 78, 41, 59, 69, 34, 54, 28, 66, 59, 72, 64, 80, 59, 40, 45, 43, 30, 27, 43, 28, 44]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,HEVC,HFR,540p,1900
211,USOpen_AVC_SFR_396p_400K_0,"[32, 22, 38, 29, 29, 22, 52, 6, 37, 42, 47, 47, 46, 40, 70, 18, 37, 42, 50, 54, 75, 36, 42, 34, 58, 32, 40, 24, 37, 41, 46]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,AVC,SFR,396p,400
212,TNFF_AVC_HFR_288p_300K_144,"[3, 1, 11, 17, 17, 1, 1, 1, 1, 3, 1, 24, 9, 1, 32, 7, 8, 1, 24, 1, 27, 3, 11, 64, 1, 20, 1, 1, 24, 3, 31]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,HFR,288p,300
213,TNFF_SRC_SRC_SRC_SRC_16,"[75, 89, 58, 80, 81, 61, 73, 49, 98, 83, 96, 55, 100, 100, 92, 87, 56, 82, 93, 88, 95, 84, 83, 80, 68, 100, 100, 86, 100, 83]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,SRC,SRC,SRC,100000
214,Cricket1_AVC_HFR_720p_2200K_86,"[45, 30, 62, 36, 50, 25, 42, 37, 96, 86, 48, 90, 73, 35, 65, 36, 73, 74, 70, 74, 94, 73, 80, 47, 42, 7, 49, 45, 70, 38]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,AVC,HFR,720p,2200
215,Cricket2_AVC_SFR_288p_200K_90,"[10, 21, 32, 20, 4, 21, 1, 12, 32, 6, 24, 19, 51, 25, 11, 18, 17, 1, 16, 25, 24, 17, 10, 25, 1, 1, 58, 7, 22]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,SFR,288p,200
216,EPLDay_HEVC_SFR_396p_600K_0,"[9, 36, 44, 42, 4, 5, 26, 49, 48, 25, 38, 37, 41, 17, 32, 23, 31, 36, 26, 20, 47, 27, 55, 27, 35, 21, 49, 46, 37, 64]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,SFR,396p,600
217,TNFF_SRC_SRC_SRC_SRC_144,"[61, 59, 80, 78, 49, 44, 54, 38, 79, 89, 95, 90, 87, 94, 70, 58, 61, 57, 68, 100, 82, 47, 50, 64, 70, 65, 43, 72, 65, 96, 97]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,SRC,SRC,SRC,100000
218,EPLDay_SRC_SRC_SRC_SRC_0,"[77, 84, 82, 77, 84, 67, 90, 100, 100, 100, 100, 100, 100, 100, 100, 97, 100, 100, 100, 99, 97, 73, 100, 99, 93, 83, 90, 94, 79, 98, 99]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,SRC,SRC,SRC,100000
219,EPLNight_HEVC_HFR_540p_1100K_0,"[50, 45, 45, 49, 45, 20, 42, 25, 34, 60, 61, 60, 47, 33, 67, 40, 43, 58, 61, 59, 75, 50, 58, 74, 45, 29, 50, 72, 73, 81]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,HFR,540p,1100
220,Cricket1_AVC_SFR_288p_200K_86,"[17, 1, 24, 2, 25, 1, 31, 1, 34, 45, 12, 40, 34, 11, 8, 14, 16, 4, 6, 27, 7, 24, 27, 7, 33, 3, 31, 20, 12, 3, 15, 3]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,AVC,SFR,288p,200
221,TNFF_HEVC_HFR_720p_2200K_16,"[44, 43, 74, 68, 38, 52, 6, 29, 77, 80, 72, 74, 59, 72, 67, 27, 62, 74, 87, 90, 49, 91, 65, 55, 49, 70, 60, 53, 95, 80]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,HEVC,HFR,720p,2200
222,USOpen_HEVC_SFR_720p_2200K_0,"[47, 54, 76, 55, 48, 31, 51, 82, 72, 90, 80, 82, 65, 74, 56, 58, 70, 73, 90, 75, 50, 62, 47, 53, 26, 71, 68, 74, 62]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,HEVC,SFR,720p,2200
223,TNFF_AVC_SFR_540p_1800K_144,"[30, 42, 48, 40, 32, 46, 9, 36, 86, 43, 61, 34, 42, 51, 69, 50, 22, 42, 50, 70, 33, 50, 55, 79, 39, 47, 48, 71, 71, 63]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,SFR,540p,1800
224,USOpen_HEVC_SFR_396p_600K_166,"[32, 20, 42, 25, 46, 21, 49, 25, 33, 67, 26, 49, 57, 36, 51, 37, 24, 32, 44, 32, 71, 38, 47, 44, 42, 41, 49, 34, 66, 38]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,HEVC,SFR,396p,600
225,TNFF_AVC_HFR_540p_1300K_144,"[30, 1, 30, 57, 41, 41, 44, 23, 40, 83, 30, 47, 57, 74, 59, 25, 15, 17, 43, 61, 53, 11, 38, 31, 44, 37, 43, 34, 39, 46, 47, 20]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,HFR,540p,1300
226,TNFNFL_AVC_HFR_396p_600K_0,"[5, 1, 18, 17, 26, 5, 13, 1, 42, 41, 2, 48, 31, 33, 35, 16, 12, 31, 5, 14, 45, 1, 26, 45, 2, 32, 17, 38, 22, 21, 30]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,AVC,HFR,396p,600
227,EPLDay_HEVC_SFR_288p_300K_8,"[5, 7, 21, 23, 1, 27, 12, 7, 14, 24, 27, 27, 38, 26, 18, 5, 6, 10, 1, 2, 19, 24, 52, 30, 8, 21, 1, 23, 4, 18]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,HEVC,SFR,288p,300
228,EPLNight_AVC_HFR_540p_1900K_0,"[49, 48, 79, 65, 58, 45, 49, 35, 85, 61, 95, 68, 74, 91, 52, 48, 38, 43, 56, 51, 56, 56, 37, 60, 60, 51, 50, 24, 48, 47, 80, 64]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,HFR,540p,1900
229,USOpen_HEVC_SFR_396p_900K_166,"[30, 4, 38, 33, 35, 27, 40, 16, 29, 48, 31, 58, 59, 28, 46, 28, 16, 39, 50, 53, 57, 48, 57, 75, 34, 43, 34, 34, 39, 60, 52]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,HEVC,SFR,396p,900
230,Cricket1_AVC_HFR_396p_900K_86,"[48, 11, 26, 49, 38, 15, 21, 10, 25, 48, 30, 49, 53, 29, 49, 35, 13, 40, 73, 29, 55, 31, 44, 37, 39, 13, 27, 47, 50, 38]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,AVC,HFR,396p,900
231,TNFNFL_HEVC_HFR_540p_1900K_0,"[43, 48, 59, 52, 6, 46, 28, 51, 73, 55, 51, 73, 73, 47, 52, 35, 34, 41, 75, 80, 37, 50, 70, 43, 46, 44, 47, 70, 70, 68]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,HEVC,HFR,540p,1900
232,Cricket1_HEVC_HFR_540p_1100K_86,"[47, 40, 72, 54, 32, 37, 14, 85, 77, 47, 71, 64, 32, 65, 20, 53, 52, 73, 61, 52, 47, 72, 66, 39, 49, 33, 63, 20, 76, 57]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,HEVC,HFR,540p,1100
233,EPLDay_HEVC_SFR_540p_1100K_8,"[34, 38, 39, 54, 35, 42, 31, 35, 44, 40, 51, 51, 25, 31, 44, 13, 45, 56, 52, 19, 44, 44, 66, 56, 47, 20, 60, 53, 59, 41]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,HEVC,SFR,540p,1100
234,EPLDay_AVC_HFR_396p_600K_8,"[22, 1, 15, 32, 25, 45, 21, 43, 30, 5, 16, 38, 23, 13, 30, 21, 32, 47, 26, 39, 35, 28, 23, 26]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,AVC,HFR,396p,600
235,EPLDay_AVC_HFR_720p_2200K_0,"[54, 58, 41, 86, 94, 88, 69, 73, 82, 84, 72, 71, 83, 84, 85, 73, 60, 72, 74, 64, 50, 84, 78, 74, 79]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,AVC,HFR,720p,2200
