,video,mos_list,content,codec,fr,res,bitrate
298,EPLDay_AVC_SFR_540p_1800K_20,"[66, 24, 70, 73, 50, 58, 44, 70, 13, 65, 67, 36, 18, 52, 29, 78, 60, 41, 27, 63, 69, 72, 43, 68, 32, 37, 60, 41, 35, 38]",EPLDay_20,AVC,SFR,540p,1800
299,TNFF_HEVC_SFR_720p_2200K_32,"[90, 94, 93, 100, 83, 54, 89, 98, 75, 77, 87, 83, 35, 93, 96, 96, 88, 50, 60, 96, 85, 89, 77, 100, 86, 84, 83, 49, 71, 80]",TNFF_32,HEVC,SFR,720p,2200
300,EPLDay_HEVC_HFR_288p_300K_20,"[9, 33, 1, 1, 2, 16, 12, 28, 1, 22, 29, 8, 6, 11, 9, 10, 1, 1, 2, 48, 2, 8, 30, 13, 6, 20, 2, 1, 18, 10]",EPLDay_20,HEVC,HFR,288p,300
301,USOpen_HEVC_SFR_540p_1100K_12,"[76, 80, 58, 76, 49, 62, 63, 75, 38, 30, 38, 84, 17, 73, 31, 40, 71, 38, 31, 89, 69, 78, 53, 42, 67, 68, 74, 40, 46, 52]",USOpen_12,HEVC,SFR,540p,1100
302,TNFNFL_AVC_HFR_720p_2200K_3184,"[63, 65, 83, 70, 64, 62, 58, 88, 39, 51, 37, 40, 26, 60, 41, 64, 77, 53, 42, 85, 54, 72, 45, 78, 44, 57, 65, 43, 40, 49]",TNFNFL_3184,AVC,HFR,720p,2200
303,EPLDay_HEVC_SFR_396p_600K_20,"[25, 32, 32, 22, 40, 35, 34, 73, 2, 32, 27, 24, 11, 49, 14, 26, 61, 25, 3, 72, 34, 26, 38, 43, 28, 28, 14, 2, 28, 37]",EPLDay_20,HEVC,SFR,396p,600
304,TNFNFL_AVC_HFR_288p_300K_3184,"[1, 1, 9, 1, 6, 5, 31, 28, 1, 1, 42, 8, 3, 59, 1, 1, 1, 1, 1, 80, 24, 23, 2, 1, 5, 12, 12, 1, 46, 21]",TNFNFL_3184,AVC,HFR,288p,300
305,EPLDay_AVC_SFR_540p_1200K_20,"[39, 50, 36, 52, 28, 35, 43, 73, 4, 48, 74, 34, 19, 65, 25, 32, 50, 39, 25, 76, 51, 68, 30, 58, 36, 56, 54, 27, 45, 41]",EPLDay_20,AVC,SFR,540p,1200
306,TNFNFL_HEVC_HFR_540p_1900K_3184,"[55, 50, 34, 48, 49, 46, 57, 69, 9, 36, 74, 29, 21, 41, 49, 38, 70, 42, 23, 93, 61, 74, 59, 68, 42, 71, 59, 41, 45, 50]",TNFNFL_3184,HEVC,HFR,540p,1900
307,EPLDay_SRC_SRC_SRC_SRC_20,"[96, 97, 100, 100, 95, 72, 100, 98, 73, 85, 100, 100, 79, 91, 76, 94, 100, 77, 80, 94, 95, 97, 63, 100, 72, 73, 99, 88, 78, 69]",EPLDay_20,SRC,SRC,SRC,100000
308,Cricket1_SRC_SRC_SRC_SRC_198,"[88, 58, 76, 48, 79, 91, 75, 97, 12, 52, 32, 46, 13, 93, 73, 72, 82, 59, 31, 38, 90, 66, 59, 39, 60, 68, 66, 63, 59, 62]",Cricket1_198,SRC,SRC,SRC,100000
309,EPLDay_AVC_SFR_396p_400K_20,"[21, 22, 27, 16, 16, 26, 24, 6, 29, 1, 2, 32, 35, 42, 17, 32, 17, 35, 35, 1, 21, 26]",EPLDay_20,AVC,SFR,396p,400
310,Cricket1_AVC_HFR_288p_300K_198,"[29, 1, 3, 9, 15, 11, 48, 48, 4, 25, 37, 12, 3, 14, 12, 8, 1, 1, 2, 34, 11, 36, 37, 39, 26, 50, 4, 15, 27, 28]",Cricket1_198,AVC,HFR,288p,300
311,USOpen_HEVC_HFR_396p_900K_12,"[66, 54, 41, 43, 34, 46, 57, 68, 43, 49, 70, 41, 12, 45, 34, 43, 47, 40, 29, 63, 65, 69, 49, 60, 56, 44, 26, 63, 41, 54]",USOpen_12,HEVC,HFR,396p,900
312,Cricket1_AVC_SFR_288p_200K_198,"[14, 1, 1, 1, 8, 9, 12, 48, 2, 10, 16, 7, 1, 20, 1, 1, 1, 1, 3, 16, 6, 16, 18, 19, 11, 35, 5, 1, 16, 35]",Cricket1_198,AVC,SFR,288p,200
313,TNFF_AVC_SFR_720p_2000K_32,"[81, 71, 82, 66, 74, 55, 90, 86, 56, 69, 95, 64, 64, 78, 66, 67, 60, 35, 31, 94, 63, 73, 62, 76, 55, 55, 72, 70, 56, 71]",TNFF_32,AVC,SFR,720p,2000
314,TNFNFL_AVC_HFR_540p_1900K_3184,"[69, 59, 47, 40, 64, 55, 63, 75, 23, 47, 46, 40, 42, 48, 33, 56, 48, 51, 31, 91, 60, 56, 42, 69, 41, 40, 56, 2, 40, 42]",TNFNFL_3184,AVC,HFR,540p,1900
315,EPLDay_HEVC_HFR_396p_600K_20,"[39, 27, 39, 29, 32, 34, 26, 70, 4, 22, 33, 24, 16, 43, 19, 38, 35, 11, 2, 74, 39, 27, 30, 60, 23, 35, 35, 46, 37, 43]",EPLDay_20,HEVC,HFR,396p,600
316,USOpen_HEVC_SFR_288p_300K_12,"[46, 31, 16, 38, 26, 24, 35, 58, 19, 33, 29, 47, 4, 26, 19, 41, 21, 28, 16, 62, 37, 23, 34, 24, 32, 24, 13, 41, 28, 35]",USOpen_12,HEVC,SFR,288p,300
317,EPLDay_HEVC_HFR_720p_2200K_20,"[73, 57, 85, 57, 52, 52, 82, 68, 51, 73, 74, 58, 68, 78, 56, 78, 73, 34, 36, 97, 83, 61, 63, 95, 65, 58, 69, 73, 58, 43]",EPLDay_20,HEVC,HFR,720p,2200
318,USOpen_AVC_SFR_396p_800K_12,"[61, 62, 48, 42, 52, 39, 59, 65, 40, 76, 59, 61, 10, 62, 22, 33, 55, 45, 15, 74, 44, 52, 49, 45, 65, 16, 72, 35, 42, 33]",USOpen_12,AVC,SFR,396p,800
319,Cricket1_AVC_SFR_540p_1800K_198,"[66, 64, 46, 44, 47, 67, 66, 68, 9, 60, 38, 24, 4, 49, 27, 44, 67, 33, 23, 89, 73, 60, 52, 76, 38, 58, 39, 40, 43, 44]",Cricket1_198,AVC,SFR,540p,1800
320,TNFNFL_AVC_SFR_396p_400K_3184,"[14, 1, 26, 21, 38, 34, 35, 59, 1, 12, 15, 29, 8, 16, 1, 39, 12, 6, 4, 39, 10, 37, 28, 5, 21, 22, 36, 2, 38, 18]",TNFNFL_3184,AVC,SFR,396p,400
321,Cricket1_HEVC_SFR_540p_1100K_198,"[61, 75, 63, 51, 51, 45, 70, 66, 25, 72, 53, 58, 27, 44, 32, 48, 44, 31, 45, 71, 36, 64, 29, 45, 38, 30, 51, 48, 34, 44]",Cricket1_198,HEVC,SFR,540p,1100
322,USOpen_HEVC_SFR_396p_900K_12,"[57, 50, 37, 52, 34, 40, 69, 56, 26, 58, 73, 51, 16, 48, 27, 48, 37, 28, 29, 80, 52, 54, 50, 51, 32, 56, 60, 49, 29, 43]",USOpen_12,HEVC,SFR,396p,900
323,Cricket1_HEVC_SFR_288p_300K_198,"[25, 16, 36, 15, 30, 25, 49, 68, 13, 37, 47, 8, 3, 36, 19, 17, 1, 40, 1, 52, 12, 40, 25, 27, 18, 33, 27, 24, 39, 56]",Cricket1_198,HEVC,SFR,288p,300
324,TNFF_AVC_HFR_288p_300K_32,"[19, 11, 6, 25, 28, 33, 49, 43, 1, 1, 27, 25, 24, 40, 22, 24, 16, 3, 1, 48, 6, 34, 16, 11, 18, 13, 21, 20, 44, 36]",TNFF_32,AVC,HFR,288p,300
325,TNFNFL_AVC_SFR_288p_200K_3184,"[1, 1, 1, 1, 3, 7, 20, 5, 1, 1, 29, 6, 1, 1, 1, 1, 2, 1, 3, 24, 7, 5, 9, 3, 1, 19, 12, 1, 6, 1]",TNFNFL_3184,AVC,SFR,288p,200
326,USOpen_AVC_SFR_396p_400K_12,"[57, 37, 38, 40, 53, 39, 68, 60, 49, 52, 51, 42, 25, 39, 14, 23, 54, 44, 26, 68, 45, 35, 44, 58, 38, 33, 49, 30, 26, 42]",USOpen_12,AVC,SFR,396p,400
327,Cricket1_HEVC_HFR_540p_1900K_198,"[64, 39, 48, 38, 46, 71, 65, 69, 11, 82, 36, 37, 11, 60, 56, 58, 74, 42, 41, 59, 52, 46, 45, 45, 37, 56, 49, 9, 49, 38]",Cricket1_198,HEVC,HFR,540p,1900
328,TNFNFL_AVC_HFR_396p_900K_3184,"[36, 27, 40, 50, 32, 42, 58, 57, 1, 22, 42, 29, 12, 31, 21, 45, 34, 37, 27, 65, 41, 54, 53, 40, 30, 56, 29, 7, 36, 32]",TNFNFL_3184,AVC,HFR,396p,900
329,TNFF_AVC_SFR_540p_1800K_32,"[72, 61, 65, 74, 73, 63, 54, 75, 52, 70, 67, 74, 17, 79, 44, 64, 50, 43, 43, 94, 58, 69, 60, 98, 47, 67, 49, 39, 48, 49]",TNFF_32,AVC,SFR,540p,1800
330,Cricket1_HEVC_HFR_540p_1100K_198,"[64, 34, 44, 58, 40, 68, 41, 60, 19, 75, 30, 34, 5, 48, 18, 52, 33, 35, 6, 73, 53, 45, 33, 34, 38, 55, 39, 1, 38, 36]",Cricket1_198,HEVC,HFR,540p,1100
331,TNFF_AVC_HFR_540p_1300K_32,"[66, 57, 53, 61, 73, 49, 81, 74, 43, 49, 72, 61, 24, 54, 48, 71, 66, 22, 15, 79, 60, 73, 58, 46, 37, 36, 60, 58, 68, 48]",TNFF_32,AVC,HFR,540p,1300
332,USOpen_AVC_HFR_540p_1900K_12,"[72, 60, 73, 61, 52, 49, 72, 72, 40, 44, 65, 76, 44, 47, 52, 56, 51, 46, 46, 76, 69, 72, 62, 46, 49, 44, 67, 42, 44, 46]",USOpen_12,AVC,HFR,540p,1900
333,TNFF_HEVC_HFR_396p_900K_32,"[38, 61, 45, 49, 42, 41, 73, 63, 39, 49, 38, 41, 31, 48, 47, 59, 25, 39, 39, 95, 51, 54, 46, 44, 38, 50, 39, 22, 46, 41]",TNFF_32,HEVC,HFR,396p,900
334,Cricket1_AVC_SFR_396p_400K_198,"[30, 8, 14, 1, 27, 39, 37, 56, 2, 28, 12, 16, 1, 39, 25, 37, 23, 11, 1, 42, 52, 14, 26, 15, 21, 17, 25, 10, 34, 43]",Cricket1_198,AVC,SFR,396p,400
335,TNFNFL_HEVC_SFR_540p_1100K_3184,"[39, 63, 50, 42, 36, 36, 62, 68, 18, 35, 57, 50, 14, 49, 24, 69, 65, 59, 25, 71, 64, 50, 46, 22, 48, 63, 63, 44, 49, 36]",TNFNFL_3184,HEVC,SFR,540p,1100
336,TNFF_AVC_SFR_396p_400K_32,"[32, 19, 35, 21, 60, 32, 45, 50, 3, 15, 71, 39, 2, 36, 13, 48, 14, 5, 2, 50, 20, 31, 32, 12, 24, 31, 32, 25, 46, 52]",TNFF_32,AVC,SFR,396p,400
337,USOpen_HEVC_SFR_720p_2200K_12,"[79, 75, 87, 69, 56, 76, 77, 87, 52, 78, 95, 48, 24, 76, 60, 57, 86, 77, 47, 57, 87, 73, 53, 86, 56, 71, 74, 76, 30, 51]",USOpen_12,HEVC,SFR,720p,2200
338,TNFF_SRC_SRC_SRC_SRC_32,"[94, 82, 99, 100, 91, 88, 100, 99, 88, 78, 99, 98, 63, 91, 96, 100, 77, 71, 71, 98, 91, 81, 74, 100, 86, 94, 100, 91, 76, 85]",TNFF_32,SRC,SRC,SRC,100000
339,EPLDay_AVC_HFR_720p_2200K_20,"[65, 63, 49, 65, 34, 58, 58, 84, 13, 80, 70, 35, 19, 54, 48, 61, 36, 36, 43, 84, 59, 65, 33, 66, 41, 79, 58, 11, 42, 69]",EPLDay_20,AVC,HFR,720p,2200
340,TNFNFL_AVC_SFR_396p_800K_3184,"[36, 15, 37, 36, 48, 39, 39, 64, 4, 30, 41, 34, 33, 25, 24, 27, 31, 18, 26, 74, 34, 47, 47, 32, 30, 37, 38, 19, 34, 32]",TNFNFL_3184,AVC,SFR,396p,800
341,USOpen_AVC_SFR_288p_200K_12,"[32, 14, 25, 22, 36, 24, 42, 59, 12, 30, 51, 28, 5, 23, 14, 20, 10, 17, 2, 49, 24, 27, 27, 51, 27, 11, 31, 7, 31, 33]",USOpen_12,AVC,SFR,288p,200
342,Cricket1_HEVC_SFR_540p_1900K_198,"[55, 60, 42, 46, 37, 66, 78, 89, 16, 44, 70, 34, 70, 91, 49, 63, 76, 39, 39, 75, 49, 66, 56, 25, 49, 55, 49, 27, 46, 33]",Cricket1_198,HEVC,SFR,540p,1900
343,TNFF_HEVC_HFR_396p_600K_32,"[40, 35, 36, 50, 41, 43, 69, 58, 40, 17, 39, 34, 6, 51, 43, 59, 47, 35, 29, 93, 54, 68, 48, 78, 46, 58, 11, 55, 50, 46]",TNFF_32,HEVC,HFR,396p,600
344,TNFNFL_HEVC_HFR_396p_900K_3184,"[32, 42, 56, 33, 25, 39, 64, 60, 1, 12, 46, 29, 5, 43, 20, 42, 49, 30, 23, 30, 49, 41, 49, 39, 45, 28, 38, 2, 37, 37]",TNFNFL_3184,HEVC,HFR,396p,900
345,Cricket1_AVC_HFR_540p_1900K_198,"[42, 41, 41, 58, 46, 45, 58, 90, 13, 48, 35, 40, 67, 75, 48, 50, 78, 41, 35, 68, 55, 60, 43, 58, 32, 41, 72, 47, 27, 33]",Cricket1_198,AVC,HFR,540p,1900
346,USOpen_AVC_HFR_396p_900K_12,"[47, 21, 41, 33, 38, 42, 70, 67, 51, 29, 38, 39, 20, 50, 43, 51, 36, 32, 24, 76, 43, 66, 49, 69, 44, 56, 67, 57, 33, 34]",USOpen_12,AVC,HFR,396p,900
347,Cricket1_AVC_SFR_396p_800K_198,"[37, 24, 17, 23, 50, 47, 56, 64, 3, 32, 67, 36, 20, 62, 22, 56, 29, 14, 12, 71, 16, 49, 37, 57, 31, 32, 49, 23, 33, 40]",Cricket1_198,AVC,SFR,396p,800
348,TNFF_HEVC_HFR_540p_1100K_32,"[68, 74, 68, 49, 61, 40, 74, 89, 39, 75, 75, 59, 62, 79, 61, 63, 69, 45, 44, 90, 60, 76, 72, 76, 42, 68, 49, 73, 50, 48]",TNFF_32,HEVC,HFR,540p,1100
349,Cricket1_HEVC_HFR_288p_300K_198,"[26, 1, 18, 2, 48, 5, 47, 58, 1, 10, 51, 14, 2, 19, 21, 7, 11, 21, 1, 54, 15, 47, 18, 25, 15, 44, 34, 1, 18, 35]",Cricket1_198,HEVC,HFR,288p,300
350,EPLDay_AVC_HFR_396p_600K_20,"[14, 8, 31, 11, 30, 25, 32, 46, 2, 35, 65, 11, 3, 15, 10, 21, 1, 1, 9, 41, 25, 28, 36, 8, 9, 17, 13, 1, 28, 14]",EPLDay_20,AVC,HFR,396p,600
351,TNFF_AVC_SFR_288p_200K_32,"[5, 1, 1, 1, 7, 8, 23, 25, 1, 1, 4, 5, 1, 11, 3, 4, 1, 1, 1, 27, 38, 16, 11, 1, 6, 18, 1, 32, 12, 14, 12]",TNFF_32,AVC,SFR,288p,200
352,Cricket1_HEVC_HFR_396p_900K_198,"[44, 38, 48, 44, 39, 64, 59, 65, 1, 25, 30, 40, 7, 28, 28, 29, 47, 4, 4, 60, 29, 46, 34, 50, 32, 55, 38, 19, 27, 37]",Cricket1_198,HEVC,HFR,396p,900
353,TNFNFL_HEVC_SFR_720p_2200K_3184,"[73, 43, 72, 68, 85, 65, 70, 95, 46, 64, 65, 38, 71, 51, 52, 54, 69, 38, 48, 91, 69, 73, 54, 89, 71, 49, 61, 73, 46, 42]",TNFNFL_3184,HEVC,SFR,720p,2200
354,Cricket1_HEVC_SFR_396p_600K_198,"[48, 15, 31, 44, 36, 46, 50, 47, 5, 65, 39, 37, 20, 53, 14, 43, 38, 33, 32, 78, 40, 50, 48, 47, 31, 48, 48, 38, 40, 41]",Cricket1_198,HEVC,SFR,396p,600
355,USOpen_AVC_HFR_540p_1300K_12,"[67, 64, 60, 62, 55, 57, 91, 86, 49, 28, 49, 59, 13, 46, 46, 58, 76, 43, 35, 78, 52, 69, 49, 78, 55, 44, 50, 82, 46, 44]",USOpen_12,AVC,HFR,540p,1300
356,TNFNFL_HEVC_SFR_396p_600K_3184,"[37, 36, 24, 39, 24, 39, 36, 83, 2, 20, 37, 23, 9, 39, 35, 33, 63, 36, 18, 78, 48, 37, 37, 41, 29, 59, 15, 2, 33, 24]",TNFNFL_3184,HEVC,SFR,396p,600
357,TNFF_HEVC_HFR_540p_1900K_32,"[84, 64, 68, 77, 66, 62, 85, 85, 55, 67, 93, 71, 33, 58, 64, 57, 79, 57, 45, 95, 76, 70, 70, 72, 56, 69, 73, 85, 60, 81]",TNFF_32,HEVC,HFR,540p,1900
358,TNFNFL_HEVC_SFR_540p_1900K_3184,"[67, 54, 49, 47, 43, 50, 87, 75, 7, 46, 39, 38, 21, 51, 39, 56, 68, 51, 29, 82, 51, 67, 40, 79, 36, 57, 73, 62, 43, 33]",TNFNFL_3184,HEVC,SFR,540p,1900
359,USOpen_AVC_HFR_720p_2200K_648,"[47, 66, 97, 78, 71, 62, 84, 56, 52, 52, 77, 99, 77, 96, 94, 61, 82, 88, 69, 58, 65, 96, 90, 76, 83, 55, 63, 62, 72, 72, 69]",USOpen_648,AVC,HFR,720p,2200
360,TNFF_HEVC_SFR_540p_1100K_336,"[47, 39, 64, 47, 67, 40, 59, 47, 84, 16, 39, 60, 69, 85, 73, 64, 89, 54, 86, 67, 72, 64, 85, 72, 72, 31, 47, 82, 66, 75, 68]",TNFF_336,HEVC,SFR,540p,1100
361,USOpen_HEVC_HFR_540p_1900K_148,"[56, 50, 64, 83, 32, 42, 53, 66, 64, 63, 59, 40, 100, 97, 67, 77, 47, 87, 76, 75, 76, 64, 68, 89, 62, 87, 61, 51, 80, 42, 86, 61]",USOpen_148,HEVC,HFR,540p,1900
362,EPLDay_HEVC_HFR_540p_1900K_74,"[36, 46, 47, 80, 48, 62, 75, 49, 58, 60, 50, 100, 35, 54, 72, 59, 73, 67, 73, 50, 65, 51, 78, 69, 85, 52, 49, 80, 38, 49, 62]",EPLDay_74,HEVC,HFR,540p,1900
363,USOpen_HEVC_SFR_396p_900K_148,"[55, 40, 42, 51, 50, 46, 38, 40, 44, 72, 48, 55, 94, 98, 36, 38, 32, 50, 45, 39, 70, 63, 81, 59, 65, 63, 38, 49, 47, 48, 71, 64]",USOpen_148,HEVC,SFR,396p,900
364,TNFF_HEVC_SFR_720p_2200K_336,"[60, 45, 76, 74, 45, 71, 80, 73, 77, 70, 68, 80, 76, 93, 98, 83, 92, 83, 78, 42, 77, 79, 68, 97, 97, 63, 66, 52, 66, 76, 65]",TNFF_336,HEVC,SFR,720p,2200
365,USOpen_AVC_HFR_288p_300K_648,"[27, 7, 27, 21, 25, 12, 17, 5, 1, 1, 25, 27, 16, 45, 42, 21, 43, 27, 32, 7, 45, 22, 46, 26, 60, 43, 14, 67, 9, 2, 30]",USOpen_648,AVC,HFR,288p,300
366,USOpen_HEVC_HFR_720p_2200K_148,"[62, 38, 67, 91, 41, 48, 66, 89, 75, 47, 50, 49, 94, 100, 56, 77, 48, 54, 50, 70, 55, 47, 93, 71, 81, 42, 60, 68, 46, 44, 72, 77]",USOpen_148,HEVC,HFR,720p,2200
367,USOpen_HEVC_SFR_540p_1100K_648,"[48, 47, 33, 75, 31, 39, 51, 67, 63, 39, 36, 64, 75, 59, 45, 66, 50, 73, 52, 78, 57, 63, 61, 59, 68, 44, 51, 39, 48, 77, 66]",USOpen_648,HEVC,SFR,540p,1100
368,EPLDay_AVC_SFR_720p_2000K_74,"[59, 30, 55, 55, 23, 33, 70, 63, 64, 40, 77, 87, 66, 82, 93, 67, 60, 55, 71, 55, 35, 52, 59, 58, 82, 59, 49, 70, 41, 75, 64]",EPLDay_74,AVC,SFR,720p,2000
369,USOpen_HEVC_SFR_540p_1900K_648,"[47, 58, 70, 69, 46, 36, 32, 44, 54, 15, 61, 46, 39, 75, 79, 61, 87, 46, 65, 32, 49, 68, 69, 71, 61, 47, 49, 54, 53, 43, 52]",USOpen_648,HEVC,SFR,540p,1900
370,TNFF_AVC_SFR_540p_1200K_336,"[48, 29, 49, 38, 49, 41, 63, 52, 51, 38, 41, 85, 19, 62, 62, 49, 49, 63, 84, 52, 49, 74, 72, 67, 61, 45, 49, 69, 64, 63, 58]",TNFF_336,AVC,SFR,540p,1200
371,USOpen_SRC_SRC_SRC_SRC_648,"[67, 42, 94, 91, 46, 67, 69, 85, 91, 9, 39, 72, 97, 65, 80, 96, 93, 91, 91, 78, 56, 71, 94, 66, 59, 59, 78, 73, 84, 61, 94]",USOpen_648,SRC,SRC,SRC,100000
372,TNFF_AVC_HFR_540p_1300K_336,"[46, 52, 16, 51, 30, 30, 60, 46, 49, 50, 69, 74, 60, 38, 63, 38, 72, 48, 75, 62, 55, 54, 68, 55, 89, 58, 40, 39, 56, 71, 61]",TNFF_336,AVC,HFR,540p,1300
373,USOpen_AVC_HFR_396p_600K_648,"[33, 30, 49, 23, 50, 17, 43, 35, 40, 18, 41, 49, 44, 47, 37, 28, 63, 40, 44, 24, 58, 47, 69, 65, 62, 39, 40, 56, 18, 36, 46]",USOpen_648,AVC,HFR,396p,600
374,TNFF_AVC_SFR_288p_200K_114,"[8, 2, 2, 1, 2, 2, 8, 13, 4, 1, 3, 63, 1, 34, 1, 4, 1, 2, 1, 11, 1, 5, 3, 3, 1, 15, 2, 1, 36, 1, 1, 2]",TNFF_114,AVC,SFR,288p,200
375,TNFF_AVC_HFR_288p_300K_336,"[17, 17, 2, 6, 3, 7, 32, 14, 2, 4, 40, 24, 9, 35, 20, 11, 34, 25, 25, 31, 16, 18, 3, 20, 69, 2, 1, 35, 2, 7, 23]",TNFF_336,AVC,HFR,288p,300
376,USOpen_HEVC_HFR_396p_600K_148,"[36, 26, 33, 15, 29, 43, 46, 56, 19, 48, 14, 50, 38, 68, 52, 27, 35, 39, 35, 31, 72, 35, 61, 77, 72, 47, 31, 41, 20, 20, 72, 42]",USOpen_148,HEVC,HFR,396p,600
377,USOpen_AVC_HFR_540p_1900K_648,"[33, 54, 66, 74, 72, 43, 79, 57, 74, 49, 76, 100, 84, 60, 69, 50, 81, 56, 77, 53, 57, 93, 74, 73, 48, 62, 50, 52, 53, 63, 53]",USOpen_648,AVC,HFR,540p,1900
378,USOpen_AVC_SFR_720p_2000K_148,"[47, 42, 76, 81, 59, 75, 61, 76, 61, 45, 60, 64, 95, 93, 86, 77, 59, 87, 85, 76, 43, 55, 71, 85, 82, 73, 63, 66, 76, 63, 73, 67]",USOpen_148,AVC,SFR,720p,2000
379,TNFF_HEVC_HFR_540p_1900K_336,"[43, 62, 81, 80, 50, 53, 79, 37, 56, 55, 51, 100, 34, 69, 66, 71, 89, 83, 84, 74, 73, 65, 69, 71, 77, 73, 58, 35, 55, 60, 67]",TNFF_336,HEVC,HFR,540p,1900
380,TNFF_AVC_SFR_396p_800K_114,"[38, 15, 27, 34, 12, 17, 65, 39, 27, 23, 51, 42, 75, 7, 19, 31, 48, 73, 62, 67, 46, 41, 36, 5, 35, 42, 30, 18, 17, 27, 31, 41]",TNFF_114,AVC,SFR,396p,800
381,EPLDay_AVC_HFR_720p_2200K_74,"[40, 42, 50, 71, 27, 37, 74, 55, 65, 43, 73, 70, 47, 73, 50, 66, 72, 72, 72, 60, 60, 33, 73, 79, 91, 49, 57, 55, 52, 64, 71]",EPLDay_74,AVC,HFR,720p,2200
382,TNFF_HEVC_HFR_540p_1100K_336,"[40, 37, 42, 58, 52, 55, 57, 39, 76, 20, 40, 76, 17, 66, 35, 41, 66, 59, 69, 70, 54, 63, 64, 66, 72, 50, 54, 76, 63, 51, 68]",TNFF_336,HEVC,HFR,540p,1100
383,EPLDay_HEVC_SFR_396p_600K_74,"[22, 20, 24, 24, 36, 13, 34, 24, 40, 18, 40, 26, 14, 30, 32, 39, 26, 57, 49, 36, 45, 47, 23, 35, 78, 35, 36, 41, 40, 31, 46]",EPLDay_74,HEVC,SFR,396p,600
384,USOpen_AVC_HFR_720p_2200K_148,"[50, 32, 61, 78, 59, 33, 64, 73, 63, 71, 60, 58, 70, 29, 82, 81, 71, 88, 78, 80, 83, 54, 59, 68, 79, 49, 83, 60, 65, 43, 45, 51, 65]",USOpen_148,AVC,HFR,720p,2200
385,EPLDay_HEVC_SFR_396p_900K_74,"[35, 18, 32, 39, 48, 38, 44, 52, 60, 21, 43, 73, 17, 60, 60, 53, 73, 28, 68, 59, 48, 30, 48, 50, 69, 38, 31, 50, 26, 15, 53]",EPLDay_74,HEVC,SFR,396p,900
386,TNFF_AVC_SFR_396p_400K_336,"[33, 15, 7, 21, 2, 7, 44, 22, 25, 2, 36, 49, 17, 17, 18, 12, 15, 35, 35, 18, 26, 17, 29, 26, 61, 25, 17, 31, 22, 37, 24]",TNFF_336,AVC,SFR,396p,400
387,EPLDay_HEVC_HFR_396p_600K_74,"[32, 20, 15, 3, 24, 14, 35, 37, 38, 19, 42, 74, 28, 30, 31, 40, 50, 41, 51, 24, 34, 26, 47, 47, 72, 35, 35, 52, 15, 17, 39]",EPLDay_74,HEVC,HFR,396p,600
388,USOpen_HEVC_SFR_288p_300K_148,"[33, 22, 19, 8, 10, 31, 33, 62, 34, 41, 23, 45, 10, 33, 59, 26, 15, 53, 37, 54, 47, 32, 34, 74, 63, 32, 40, 29, 30, 43, 48, 43]",USOpen_148,HEVC,SFR,288p,300
389,EPLDay_AVC_HFR_288p_300K_74,"[16, 1, 20, 1, 11, 14, 30, 4, 15, 3, 24, 32, 12, 15, 19, 11, 1, 19, 19, 7, 17, 14, 2, 27, 61, 7, 1, 42, 2, 1, 37]",EPLDay_74,AVC,HFR,288p,300
390,USOpen_AVC_HFR_540p_1300K_148,"[43, 45, 52, 65, 39, 42, 55, 60, 51, 69, 34, 51, 67, 51, 58, 49, 63, 79, 48, 61, 40, 51, 63, 69, 68, 71, 50, 68, 57, 55, 49, 56]",USOpen_148,AVC,HFR,540p,1300
391,EPLDay_HEVC_SFR_288p_300K_74,"[35, 26, 24, 6, 3, 16, 33, 8, 10, 10, 32, 28, 82, 59, 9, 23, 14, 25, 17, 2, 20, 11, 1, 43, 56, 14, 22, 60, 27, 2, 38]",EPLDay_74,HEVC,SFR,288p,300
392,USOpen_HEVC_SFR_540p_1900K_148,"[48, 40, 62, 55, 62, 40, 79, 66, 73, 67, 45, 53, 93, 95, 84, 43, 58, 37, 61, 62, 29, 63, 83, 99, 71, 78, 69, 59, 63, 45, 71, 70]",USOpen_148,HEVC,SFR,540p,1900
393,USOpen_HEVC_HFR_396p_600K_648,"[40, 23, 36, 41, 45, 34, 55, 46, 26, 37, 51, 60, 37, 39, 69, 39, 63, 49, 49, 25, 42, 36, 41, 53, 60, 43, 26, 61, 33, 42, 52]",USOpen_648,HEVC,HFR,396p,600
394,TNFF_AVC_SFR_720p_2000K_336,"[58, 38, 61, 69, 29, 32, 41, 49, 81, 33, 34, 100, 25, 60, 49, 64, 81, 82, 69, 79, 51, 63, 72, 70, 82, 58, 73, 93, 64, 63, 73]",TNFF_336,AVC,SFR,720p,2000
395,USOpen_AVC_SFR_396p_400K_648,"[45, 31, 37, 20, 2, 40, 50, 42, 29, 37, 18, 26, 62, 38, 43, 37, 48, 50, 36, 23, 55, 17, 49, 45, 59, 46, 47, 58, 28, 33, 42]",USOpen_648,AVC,SFR,396p,400
396,TNFF_HEVC_SFR_288p_300K_114,"[11, 5, 2, 3, 4, 10, 23, 25, 7, 30, 17, 15, 34, 2, 26, 4, 8, 15, 13, 30, 7, 32, 7, 40, 24, 35, 26, 1, 38, 27, 1, 3]",TNFF_114,HEVC,SFR,288p,300
